"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"3/12/2023","1","3","150","South","KCI","General Trade","20%"
"3/13/2023","1","3","150","South","KCI","General Trade","20%"
"3/15/2023","1","3","150","South","KCI","General Trade","20%"
"3/15/2023","1","3","150","South","KCI","General Trade","20%"
"3/15/2023","1","3","150","South","KCI","General Trade","20%"
"3/15/2023","1","3","25","North","GZB","General Trade","20%"
"3/18/2023","1","3","15","North","LKW","General Trade","20%"
"3/21/2023","1","3","150","South","KCI","General Trade","20%"
"3/21/2023","1","3","170","South","KCI","General Trade","20%"
"3/21/2023","1","3","70","South","MDI","General Trade","20%"
"3/21/2023","1","3","150","South","KCI","General Trade","20%"
"3/21/2023","1","3","20","South","KCI","General Trade","20%"
"3/21/2023","1","3","150","South","KCI","General Trade","20%"
"3/21/2023","1","3","25","South","KCI","General Trade","20%"
"3/21/2023","1","3","120","South","KCI","General Trade","20%"
"3/21/2023","1","3","10","South","KCI","General Trade","20%"
"3/23/2023","1","3","80","South","KCI","General Trade","20%"
"3/24/2023","1","3","150","South","KCI","General Trade","20%"
"3/24/2023","1","3","75","North","GZB","General Trade","20%"
"3/24/2023","1","3","150","South","KCI","General Trade","20%"
"3/24/2023","1","3","150","South","KCI","General Trade","20%"
"3/26/2023","1","3","120","South","KCI","General Trade","20%"
"3/26/2023","1","3","80","South","KCI","General Trade","20%"
"3/26/2023","1","3","120","South","KCI","General Trade","20%"
"3/26/2023","1","3","80","South","KCI","General Trade","20%"
"3/27/2023","1","3","70","South","KCI","General Trade","20%"
"3/27/2023","1","3","150","South","KCI","General Trade","20%"
"3/27/2023","1","3","95","South","KCI","General Trade","20%"
"3/27/2023","1","3","120","South","KCI","General Trade","20%"
"3/27/2023","1","3","100","South","KCI","General Trade","20%"
"3/27/2023","1","3","80","South","KCI","General Trade","20%"
"3/27/2023","1","3","80","South","KCI","General Trade","20%"
"3/27/2023","1","3","60","South","KCI","General Trade","20%"
"3/28/2023","1","3","66","South","KCI","General Trade","20%"
"3/28/2023","1","3","150","South","KCI","General Trade","20%"
"3/28/2023","1","3","120","South","KCI","General Trade","20%"
"3/28/2023","1","3","74","South","KCI","General Trade","20%"
"3/28/2023","1","3","100","South","KCI","General Trade","20%"
"3/28/2023","1","3","100","South","KCI","General Trade","20%"
"3/28/2023","1","3","80","South","KCI","General Trade","20%"
"3/28/2023","1","3","70","South","KCI","General Trade","20%"
"3/28/2023","1","3","85","South","KCI","General Trade","20%"
"3/29/2023","1","3","120","South","KCI","General Trade","20%"
"3/30/2023","1","3","70","West","PNE","General Trade","20%"
"3/30/2023","1","3","120","West","PNE","General Trade","20%"
"3/30/2023","1","3","60","West","PNE","General Trade","20%"
"3/30/2023","1","3","65","West","PNE","General Trade","20%"
"3/30/2023","1","3","60","West","PNE","General Trade","20%"
"3/30/2023","1","3","60","West","PNE","General Trade","20%"
"3/30/2023","1","3","55","West","PNE","General Trade","20%"
"3/30/2023","1","3","40","West","PNE","General Trade","20%"
"3/31/2023","1","3","60","West","PNE","General Trade","20%"
"3/31/2023","1","3","60","West","PNE","General Trade","20%"
"4/14/2022","1","3","15","West","PNE","General Trade","20%"
"4/14/2022","1","3","10","West","PNE","General Trade","20%"
"4/14/2022","1","3","16","West","PNE","General Trade","20%"
"4/14/2022","1","3","16","West","PNE","General Trade","20%"
"4/15/2022","1","3","25","West","PNE","General Trade","20%"
"4/18/2022","1","3","4","West","PNE","General Trade","20%"
"4/21/2022","1","3","10","West","PNE","General Trade","20%"
"4/25/2022","1","3","16","West","PNE","General Trade","20%"
"4/25/2022","1","3","8","West","PNE","General Trade","20%"
"4/26/2022","1","3","16","West","PNE","General Trade","20%"
"4/28/2022","1","3","16","West","PNE","General Trade","20%"
"4/28/2022","1","3","6","West","PNE","General Trade","20%"
"4/16/2022","1","3","20","West","PNE","General Trade","20%"
"4/16/2022","1","3","5","West","PNE","General Trade","20%"
"4/16/2022","1","3","20","West","PNE","General Trade","20%"
"4/16/2022","1","3","15","West","PNE","General Trade","20%"
"4/19/2022","1","3","5","West","PNE","General Trade","20%"
"4/19/2022","1","3","5","West","PNE","General Trade","20%"
"4/19/2022","1","3","2","West","PNE","General Trade","20%"
"4/19/2022","1","3","20","West","PNE","General Trade","20%"
"4/20/2022","1","3","10","West","PNE","General Trade","20%"
"4/20/2022","1","3","1","West","PNE","General Trade","20%"
"4/20/2022","1","3","5","West","PNE","General Trade","20%"
"4/26/2022","1","3","5","West","PNE","General Trade","20%"
"4/19/2022","1","3","12","North","DLI","General Trade","20%"
"4/21/2022","1","3","8","North","DLI","Modern Trade","20%"
"4/21/2022","1","3","3","North","DLI","Modern Trade","20%"
"4/21/2022","1","3","2","North","DLI","Modern Trade","20%"
"4/27/2022","1","3","4","North","GZB","General Trade","20%"
"4/25/2022","1","3","5","North","LKW","General Trade","20%"
"4/25/2022","1","3","25","North","LKW","General Trade","20%"
"4/25/2022","1","3","25","North","LKW","General Trade","20%"
"4/25/2022","1","3","15","North","LKW","General Trade","20%"
"4/26/2022","1","3","10","North","LKW","General Trade","20%"
"4/28/2022","1","3","1","North","LKW","General Trade","20%"
"4/16/2022","1","3","6","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/16/2022","1","3","5","South","HBI","General Trade","20%"
"4/16/2022","1","3","5","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","1","South","HBI","General Trade","20%"
"4/16/2022","1","3","2","South","HBI","General Trade","20%"
"4/20/2022","1","3","20","South","HBI","General Trade","20%"
"4/20/2022","1","3","20","South","HBI","General Trade","20%"
"4/20/2022","1","3","10","South","HBI","General Trade","20%"
"4/20/2022","1","3","20","South","HBI","General Trade","20%"
"4/20/2022","1","3","20","South","HBI","General Trade","20%"
"4/20/2022","1","3","10","South","HBI","General Trade","20%"
"4/23/2022","1","3","10","South","HBI","General Trade","20%"
"4/23/2022","1","3","19","South","HBI","General Trade","20%"
"4/27/2022","1","3","70","South","HBI","Modern Trade","20%"
"4/28/2022","1","3","20","South","HBI","General Trade","20%"
"4/28/2022","1","3","20","South","HBI","General Trade","20%"
"4/28/2022","1","3","5","South","HBI","General Trade","20%"
"4/7/2022","1","3","10","South","HBI","General Trade","20%"
"4/7/2022","1","3","50","South","HBI","General Trade","20%"
"4/7/2022","1","3","40","South","HBI","General Trade","20%"
"4/7/2022","1","3","10","South","HBI","General Trade","20%"
"4/8/2022","1","3","50","South","HBI","General Trade","20%"
"4/8/2022","1","3","16","South","HBI","General Trade","20%"
"4/9/2022","1","3","40","South","HBI","General Trade","20%"
"4/9/2022","1","3","10","South","HBI","General Trade","20%"
"4/9/2022","1","3","3","South","HBI","General Trade","20%"
"4/9/2022","1","3","30","South","HBI","General Trade","20%"
"4/12/2022","1","3","10","South","HBI","General Trade","20%"
"4/13/2022","1","3","4","South","HBI","General Trade","20%"
"4/13/2022","1","3","2","South","HBI","General Trade","20%"
"4/13/2022","1","3","5","South","HBI","General Trade","20%"
"4/13/2022","1","3","7","South","HBI","General Trade","20%"
"4/13/2022","1","3","4","South","HBI","General Trade","20%"
"4/13/2022","1","3","3","South","HBI","General Trade","20%"
"4/15/2022","1","3","15","South","HBI","General Trade","20%"
"4/6/2022","1","3","4","South","KCI","General Trade","20%"
"4/16/2022","1","3","2","South","MDI","General Trade","20%"
"4/16/2022","1","3","20","South","MDI","General Trade","20%"
"4/16/2022","1","3","2","South","MDI","General Trade","20%"
"4/16/2022","1","3","1","South","MDI","General Trade","20%"
"4/16/2022","1","3","20","South","MDI","General Trade","20%"
"4/16/2022","1","3","10","South","MDI","General Trade","20%"
"4/16/2022","1","3","25","South","MDI","General Trade","20%"
"4/16/2022","1","3","10","South","MDI","General Trade","20%"
"4/19/2022","1","3","1","South","MDI","General Trade","20%"
"4/19/2022","1","3","10","South","MDI","General Trade","20%"
"4/19/2022","1","3","3","South","MDI","General Trade","20%"
"4/19/2022","1","3","5","South","MDI","General Trade","20%"
"4/19/2022","1","3","1","South","MDI","General Trade","20%"
"4/19/2022","1","3","3","South","MDI","General Trade","20%"
"4/20/2022","1","3","2","South","MDI","General Trade","20%"
"4/20/2022","1","3","2","South","MDI","General Trade","20%"
"4/20/2022","1","3","1","South","MDI","General Trade","20%"
"4/20/2022","1","3","1","South","MDI","General Trade","20%"
"4/20/2022","1","3","3","South","MDI","General Trade","20%"
"4/20/2022","1","3","2","South","MDI","General Trade","20%"
"4/20/2022","1","3","1","South","MDI","General Trade","20%"
"4/20/2022","1","3","10","South","MDI","General Trade","20%"
"4/20/2022","1","3","5","South","MDI","General Trade","20%"
"4/20/2022","1","3","2","South","MDI","General Trade","20%"
"4/20/2022","1","3","2","South","MDI","General Trade","20%"
"4/21/2022","1","3","2","South","MDI","General Trade","20%"
"4/21/2022","1","3","2","South","MDI","General Trade","20%"
"4/21/2022","1","3","1","South","MDI","General Trade","20%"
"4/21/2022","1","3","2","South","MDI","General Trade","20%"
"4/21/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","1","South","MDI","General Trade","20%"
"4/22/2022","1","3","1","South","MDI","General Trade","20%"
"4/22/2022","1","3","1","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","1","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/22/2022","1","3","2","South","MDI","General Trade","20%"
"4/23/2022","1","3","1","South","MDI","General Trade","20%"
"4/23/2022","1","3","1","South","MDI","General Trade","20%"
"4/25/2022","1","3","1","South","MDI","General Trade","20%"
"4/25/2022","1","3","5","South","MDI","General Trade","20%"
"4/25/2022","1","3","5","South","MDI","General Trade","20%"
"4/25/2022","1","3","5","South","MDI","General Trade","20%"
"4/25/2022","1","3","2","South","MDI","General Trade","20%"
"4/25/2022","1","3","20","South","MDI","General Trade","20%"
"4/25/2022","1","3","10","South","MDI","General Trade","20%"
"4/25/2022","1","3","10","South","MDI","General Trade","20%"
"4/25/2022","1","3","10","South","MDI","General Trade","20%"
"4/26/2022","1","3","1","South","MDI","General Trade","20%"
"4/26/2022","1","3","5","South","MDI","General Trade","20%"
"4/26/2022","1","3","10","South","MDI","General Trade","20%"
"4/26/2022","1","3","20","South","MDI","General Trade","20%"
"4/28/2022","1","3","1","South","MDI","General Trade","20%"
"4/28/2022","1","3","1","South","MDI","General Trade","20%"
"4/28/2022","1","3","3","South","MDI","General Trade","20%"
"4/28/2022","1","3","15","South","MDI","General Trade","20%"
"4/28/2022","1","3","4","South","MDI","General Trade","20%"
"4/28/2022","1","3","3","South","MDI","General Trade","20%"
"4/28/2022","1","3","3","South","MDI","General Trade","20%"
"4/28/2022","1","3","1","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/28/2022","1","3","10","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/28/2022","1","3","2","South","MDI","General Trade","20%"
"4/29/2022","1","3","150","South","HBI","General Trade","20%"
"4/29/2022","1","3","9","North","LKW","General Trade","20%"
"4/29/2022","1","3","25","North","GZB","General Trade","20%"
"4/29/2022","1","3","5","North","GZB","General Trade","20%"
"4/29/2022","1","3","10","North","GZB","General Trade","20%"
"4/29/2022","1","3","24","North","GZB","General Trade","20%"
"4/29/2022","1","3","2","North","GZB","General Trade","20%"
"4/29/2022","1","3","25","South","KCI","General Trade","20%"
"4/29/2022","1","3","1","South","MDI","General Trade","20%"
"4/29/2022","1","3","1","South","MDI","General Trade","20%"
"4/29/2022","1","3","3","South","MDI","General Trade","20%"
"4/29/2022","1","3","2","South","MDI","General Trade","20%"
"4/29/2022","1","3","2","South","MDI","General Trade","20%"
"4/29/2022","1","3","5","South","HBI","General Trade","20%"
"4/29/2022","1","3","2","South","HBI","General Trade","20%"
"4/29/2022","1","3","1","South","HBI","General Trade","20%"
"4/29/2022","1","3","4","South","HBI","General Trade","20%"
"4/29/2022","1","3","3","South","HBI","General Trade","20%"
"4/29/2022","1","3","4","South","HBI","General Trade","20%"
"4/29/2022","1","3","1","South","HBI","General Trade","20%"
"4/29/2022","1","3","1","South","HBI","General Trade","20%"
"4/29/2022","1","3","3","South","HBI","General Trade","20%"
"4/29/2022","1","3","20","South","HBI","General Trade","20%"
"4/29/2022","1","3","1","South","HBI","General Trade","20%"
"4/29/2022","1","3","2","South","HBI","General Trade","20%"
"4/29/2022","1","3","1","South","HBI","General Trade","20%"
"4/29/2022","1","3","10","South","KCI","General Trade","20%"
"4/30/2022","1","3","10","West","PNE","General Trade","20%"
"4/30/2022","1","3","5","South","HBI","General Trade","20%"
"4/30/2022","1","3","20","South","HBI","General Trade","20%"
"4/30/2022","1","3","5","South","HBI","General Trade","20%"
"4/30/2022","1","3","15","South","HBI","General Trade","20%"
"4/30/2022","1","3","1","South","MDI","General Trade","20%"
"4/30/2022","1","3","10","North","GZB","General Trade","20%"
"4/30/2022","1","3","4","North","JMU","General Trade","20%"
"4/30/2022","1","3","10","North","GRN","General Trade","20%"
"4/30/2022","1","3","2","South","MDI","General Trade","20%"
"4/30/2022","1","3","5","West","PNE","General Trade","20%"
"4/30/2022","1","3","1","South","MDI","General Trade","20%"
"4/30/2022","1","3","1","South","MDI","General Trade","20%"
"4/30/2022","1","3","1","South","MDI","General Trade","20%"
"4/30/2022","1","3","1","South","MDI","General Trade","20%"
"4/30/2022","1","3","20","North","GZB","General Trade","20%"
"4/30/2022","1","3","5","North","GRN","General Trade","20%"
"4/30/2022","1","3","12","West","PNE","General Trade","20%"
"4/30/2022","1","3","4","West","PNE","General Trade","20%"
"4/30/2022","1","3","35","South","HBI","General Trade","20%"
"4/30/2022","1","3","35","South","HBI","General Trade","20%"
"4/30/2022","1","3","18","South","HBI","General Trade","20%"
"4/30/2022","1","3","4","South","HBI","General Trade","20%"
"4/30/2022","1","3","4","South","HBI","General Trade","20%"
"4/30/2022","1","3","4","South","HBI","General Trade","20%"
"4/30/2022","1","3","12","West","PNE","General Trade","20%"
"4/30/2022","1","3","5","West","PNE","General Trade","20%"
"4/30/2022","1","3","20","West","PNE","General Trade","20%"
"4/30/2022","1","3","3","South","HBI","General Trade","20%"
"4/30/2022","1","3","5","South","HBI","General Trade","20%"
"4/30/2022","1","3","1","West","PNE","General Trade","20%"
"4/30/2022","1","3","5","West","PNE","General Trade","20%"
"4/30/2022","1","3","5","West","PNE","General Trade","20%"
"5/21/2022","1","3","15","East","DGP","General Trade","20%"
"5/1/2022","1","3","5","West","PNE","General Trade","20%"
"5/7/2022","1","3","4","West","PNE","General Trade","20%"
"5/10/2022","1","3","10","West","PNE","General Trade","20%"
"5/13/2022","1","3","10","West","PNE","General Trade","20%"
"5/17/2022","1","3","1","West","PNE","General Trade","20%"
"5/25/2022","1","3","3","West","PNE","General Trade","20%"
"5/6/2022","1","3","10","West","PNE","General Trade","20%"
"5/7/2022","1","3","10","West","PNE","General Trade","20%"
"5/7/2022","1","3","15","West","PNE","General Trade","20%"
"5/10/2022","1","3","1","West","PNE","General Trade","20%"
"5/17/2022","1","3","5","West","PNE","General Trade","20%"
"5/19/2022","1","3","5","West","PNE","General Trade","20%"
"5/21/2022","1","3","1","West","PNE","General Trade","20%"
"5/23/2022","1","3","5","West","PNE","General Trade","20%"
"5/14/2022","1","3","3","West","PNE","General Trade","20%"
"5/16/2022","1","3","3","West","PNE","General Trade","20%"
"5/20/2022","1","3","5","West","PNE","General Trade","20%"
"5/1/2022","1","3","5","North","GRN","General Trade","20%"
"5/6/2022","1","3","5","North","GRN","General Trade","20%"
"5/7/2022","1","3","2","North","GRN","General Trade","20%"
"5/10/2022","1","3","8","North","GRN","General Trade","20%"
"5/24/2022","1","3","5","North","JPR","General Trade","20%"
"5/24/2022","1","3","1","North","LKW","General Trade","20%"
"5/24/2022","1","3","1","North","LKW","General Trade","20%"
"5/25/2022","1","3","1","North","LKW","General Trade","20%"
"5/4/2022","1","3","2","South","HBI","General Trade","20%"
"5/5/2022","1","3","10","South","HBI","General Trade","20%"
"5/5/2022","1","3","15","South","HBI","General Trade","20%"
"5/6/2022","1","3","5","South","HBI","General Trade","20%"
"5/6/2022","1","3","2","South","HBI","General Trade","20%"
"5/6/2022","1","3","2","South","HBI","General Trade","20%"
"5/6/2022","1","3","2","South","HBI","General Trade","20%"
"5/6/2022","1","3","2","South","HBI","General Trade","20%"
"5/9/2022","1","3","15","South","HBI","General Trade","20%"
"5/9/2022","1","3","2","South","HBI","General Trade","20%"
"5/9/2022","1","3","5","South","HBI","General Trade","20%"
"5/9/2022","1","3","1","South","HBI","General Trade","20%"
"5/10/2022","1","3","10","South","HBI","General Trade","20%"
"5/11/2022","1","3","5","South","HBI","General Trade","20%"
"5/12/2022","1","3","2","South","HBI","General Trade","20%"
"5/13/2022","1","3","1","South","HBI","General Trade","20%"
"5/5/2022","1","3","12","South","KCI","General Trade","20%"
"5/6/2022","1","3","25","South","KCI","General Trade","20%"
"5/24/2022","1","3","10","South","KCI","General Trade","20%"
"5/3/2022","1","3","10","South","MDI","General Trade","20%"
"5/4/2022","1","3","5","South","MDI","General Trade","20%"
"5/4/2022","1","3","5","South","MDI","General Trade","20%"
"5/4/2022","1","3","6","South","MDI","General Trade","20%"
"5/4/2022","1","3","4","South","MDI","General Trade","20%"
"5/4/2022","1","3","5","South","MDI","General Trade","20%"
"5/4/2022","1","3","2","South","MDI","General Trade","20%"
"5/5/2022","1","3","5","South","MDI","General Trade","20%"
"5/5/2022","1","3","7","South","MDI","General Trade","20%"
"5/5/2022","1","3","1","South","MDI","General Trade","20%"
"5/6/2022","1","3","5","South","MDI","General Trade","20%"
"5/6/2022","1","3","3","South","MDI","General Trade","20%"
"5/6/2022","1","3","2","South","MDI","General Trade","20%"
"5/6/2022","1","3","6","South","MDI","General Trade","20%"
"5/6/2022","1","3","1","South","MDI","General Trade","20%"
"5/6/2022","1","3","2","South","MDI","General Trade","20%"
"5/7/2022","1","3","1","South","MDI","General Trade","20%"
