"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"2/15/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","20","South","KCI","General Trade","20%"
"2/16/2023","1","3","8","South","HBI","General Trade","20%"
"2/16/2023","1","3","8","South","HBI","General Trade","20%"
"2/16/2023","1","3","5","South","HBI","General Trade","20%"
"2/16/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","5","South","MDI","General Trade","20%"
"2/16/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","2","South","MDI","General Trade","20%"
"2/16/2023","1","3","15","South","KCI","General Trade","20%"
"2/16/2023","1","3","15","South","KCI","General Trade","20%"
"2/16/2023","1","3","15","South","KCI","General Trade","20%"
"2/16/2023","1","3","5","South","KCI","General Trade","20%"
"2/16/2023","1","3","20","South","KCI","General Trade","20%"
"2/16/2023","1","3","10","South","KCI","General Trade","20%"
"2/16/2023","1","3","25","South","KCI","General Trade","20%"
"2/16/2023","1","3","5","South","KCI","General Trade","20%"
"2/16/2023","1","3","15","South","KCI","General Trade","20%"
"2/16/2023","1","3","5","South","KCI","General Trade","20%"
"2/16/2023","1","3","10","South","KCI","General Trade","20%"
"2/16/2023","1","3","5","South","KCI","Modern Trade","20%"
"2/16/2023","1","3","15","South","KCI","General Trade","20%"
"2/16/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","15","South","KCI","General Trade","20%"
"2/17/2023","1","3","30","South","KCI","General Trade","20%"
"2/17/2023","1","3","3","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","5","South","KCI","General Trade","20%"
"2/17/2023","1","3","15","South","KCI","General Trade","20%"
"2/17/2023","1","3","1","South","HBI","General Trade","20%"
"2/17/2023","1","3","3","South","HBI","General Trade","20%"
"2/17/2023","1","3","2","South","HBI","General Trade","20%"
"2/17/2023","1","3","20","South","KCI","General Trade","20%"
"2/17/2023","1","3","30","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","15","South","KCI","General Trade","20%"
"2/17/2023","1","3","30","South","KCI","General Trade","20%"
"2/17/2023","1","3","20","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/17/2023","1","3","20","South","KCI","General Trade","20%"
"2/17/2023","1","3","3","South","MDI","General Trade","20%"
"2/17/2023","1","3","2","South","MDI","General Trade","20%"
"2/17/2023","1","3","2","North","JPR","Modern Trade","20%"
"2/17/2023","1","3","10","South","KCI","General Trade","20%"
"2/18/2023","1","3","1","East","DGP","General Trade","20%"
"2/18/2023","1","3","20","South","KCI","General Trade","20%"
"2/18/2023","1","3","15","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","15","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","10","South","KCI","General Trade","20%"
"2/18/2023","1","3","10","South","KCI","General Trade","20%"
"2/18/2023","1","3","15","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","25","North","JPR","General Trade","20%"
"2/18/2023","1","3","10","South","KCI","General Trade","20%"
"2/18/2023","1","3","10","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","South","KCI","General Trade","20%"
"2/18/2023","1","3","50","South","KCI","General Trade","20%"
"2/18/2023","1","3","110","South","KCI","General Trade","20%"
"2/18/2023","1","3","5","West","PNE","General Trade","20%"
"2/19/2023","1","3","10","North","GRN","General Trade","20%"
"2/20/2023","1","3","10","North","DLI","General Trade","20%"
"2/20/2023","1","3","5","East","DGP","General Trade","20%"
"2/20/2023","1","3","1","South","MDI","General Trade","20%"
"2/20/2023","1","3","2","East","PTA","General Trade","20%"
"2/20/2023","1","3","10","South","KCI","General Trade","20%"
"2/20/2023","1","3","20","South","KCI","General Trade","20%"
"2/20/2023","1","3","2","South","MDI","General Trade","20%"
"2/20/2023","1","3","7","West","PNE","General Trade","20%"
"2/20/2023","1","3","3","South","HBI","General Trade","20%"
"2/21/2023","1","3","1","South","KCI","General Trade","20%"
"2/21/2023","1","3","9","North","JPR","General Trade","20%"
"2/22/2023","1","3","3","North","GRN","General Trade","20%"
"2/22/2023","1","3","2","South","KCI","General Trade","20%"
"2/22/2023","1","3","10","South","KCI","General Trade","20%"
"2/22/2023","1","3","5","South","KCI","General Trade","20%"
"2/23/2023","1","3","10","South","KCI","General Trade","20%"
"2/23/2023","1","3","5","North","GRN","General Trade","20%"
"2/23/2023","1","3","10","South","KCI","General Trade","20%"
"2/23/2023","1","3","2","South","KCI","General Trade","20%"
"2/23/2023","1","3","2","South","KCI","General Trade","20%"
"2/23/2023","1","3","20","South","KCI","General Trade","20%"
"2/23/2023","1","3","2","South","KCI","General Trade","20%"
"2/23/2023","1","3","3","South","KCI","General Trade","20%"
"2/23/2023","1","3","5","South","KCI","General Trade","20%"
"2/23/2023","1","3","5","South","KCI","General Trade","20%"
"2/23/2023","1","3","1","West","PNE","General Trade","20%"
"2/23/2023","1","3","4","South","KCI","General Trade","20%"
"2/23/2023","1","3","12","South","KCI","General Trade","20%"
"2/23/2023","1","3","3","South","KCI","General Trade","20%"
"2/23/2023","1","3","2","South","KCI","General Trade","20%"
"2/23/2023","1","3","2","South","KCI","General Trade","20%"
"2/23/2023","1","3","20","West","PNE","General Trade","20%"
"2/23/2023","1","3","12","West","PNE","General Trade","20%"
"2/23/2023","1","3","20","West","PNE","General Trade","20%"
"2/24/2023","1","3","55","South","KCI","General Trade","20%"
"2/24/2023","1","3","2","North","JMU","Modern Trade","20%"
"2/24/2023","1","3","7","South","KCI","General Trade","20%"
"2/24/2023","1","3","5","South","KCI","General Trade","20%"
"2/24/2023","1","3","15","South","KCI","General Trade","20%"
"2/24/2023","1","3","10","South","KCI","General Trade","20%"
"2/24/2023","1","3","6","South","KCI","General Trade","20%"
"2/24/2023","1","3","6","South","KCI","General Trade","20%"
"2/24/2023","1","3","3","South","KCI","General Trade","20%"
"2/24/2023","1","3","3","South","KCI","General Trade","20%"
"2/24/2023","1","3","2","South","KCI","General Trade","20%"
"2/24/2023","1","3","5","South","KCI","General Trade","20%"
"2/24/2023","1","3","15","West","PNE","General Trade","20%"
"2/25/2023","1","3","5","East","PTA","General Trade","20%"
"2/25/2023","1","3","13","South","KCI","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","10","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","10","West","PNE","General Trade","20%"
"2/25/2023","1","3","6","South","KCI","General Trade","20%"
"2/25/2023","1","3","5","South","KCI","General Trade","20%"
"2/25/2023","1","3","10","West","PNE","General Trade","20%"
"2/25/2023","1","3","1","East","PTA","General Trade","20%"
"2/25/2023","1","3","10","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/25/2023","1","3","10","West","PNE","General Trade","20%"
"2/25/2023","1","3","20","West","PNE","General Trade","20%"
"2/26/2023","1","3","3","North","DLI","General Trade","20%"
"2/26/2023","1","3","3","North","DLI","General Trade","20%"
"2/26/2023","1","3","20","West","PNE","General Trade","20%"
"2/26/2023","1","3","10","West","PNE","General Trade","20%"
"2/26/2023","1","3","20","West","PNE","General Trade","20%"
"2/26/2023","1","3","25","South","KCI","General Trade","20%"
"2/26/2023","1","3","20","South","KCI","General Trade","20%"
"2/26/2023","1","3","5","North","GRN","General Trade","20%"
"2/26/2023","1","3","27","North","DLI","General Trade","20%"
"2/26/2023","1","3","2","North","DLI","General Trade","20%"
"2/26/2023","1","3","125","South","KCI","General Trade","20%"
"2/26/2023","1","3","150","South","KCI","General Trade","20%"
"2/26/2023","1","3","15","North","GRN","General Trade","20%"
"2/26/2023","1","3","140","South","HBI","General Trade","20%"
